comprimé;1;PRAZÉPAM
 comprimé et solution(s) et granules et poudre et pommade;1;SILICEA POUR PRÉPARATIONS HOMÉOPATHIQUES
solution à diluer pour perfusion;1;ILOPROST
gélule;1;CHLORHYDRATE DE VÉRAPAMIL
comprimé enrobé à libération prolongée;1;FÉLODIPINE
poudre pour solution à diluer pour perfusion;1;ANIDULAFUNGINE
comprimé effervescent(e);1;CHLORHYDRATE DE TRAMADOL
solution injectable;1;MÉSILATE DE PHENTOLAMINE
solution injectable pour usage dentaire;1;ARTICAÏNE (CHLORHYDRATE D')
 comprimé et solution(s) et granules et poudre et pommade;1;ANGELICA SYLVESTRIS POUR PRÉPARATIONS HOMÉOPATHIQUES
gélule;1;BOCÉPRÉVIR
comprimé enrobé;1;LÉVONORGESTREL
crème;1;NITRATE DE FENTICONAZOLE
solution injectable pour perfusion;1;CARBOXYMALTOSE FERRIQUE
gélule;1;ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE)
gélule à libération prolongée;1;FLURBIPROFÈNE
gélule;1;DIAZOXIDE
comprimé;2;TRIMÉTHOPRIME;SULFAMÉTHOXAZOLE
comprimé pelliculé sécable;1;MÉSILATE D'IMATINIB
poudre et  solvant pour solution pour perfusion;1;RIFAMPICINE SODIQUE
 comprimé et solution(s) et granules et poudre et pommade;1;HARPAGOPHYTUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution injectable;1;BROMURE DE MÉTHYLNALTREXONE
suspension pour inhalation;2;FUMARATE DE FORMOTÉROL DIHYDRATÉ;PROPIONATE DE FLUTICASONE
pommade;1;MUPIROCINE CALCIQUE DIHYDRATÉE
comprimé pelliculé;1;CHLORHYDRATE DE METFORMINE
comprimé;1;CARBIMAZOLE
comprimé pelliculé et  comprimé pelliculé pelliculé;2;ÉTHINYLESTRADIOL BÉTADEX-CLATHRATE;DROSPIRÉNONE
 comprimé et solution(s) et granules et poudre et pommade;1;ALLOXANUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;1;AXITINIB
solution pour pulvérisation;1;DIHYDROERGOTAMINE (MÉSILATE DE)
solution buvable en gouttes;1;HEPTAMINOL (CHLORHYDRATE D')
crème;1;PROPIONATE DE CLOBÉTASOL
solution pour perfusion;5;CHLORURE DE SODIUM;CHLORURE DE POTASSIUM;GLUCOSE MONOHYDRATÉ;BICARBONATE DE SODIUM;CHLORURE DE CALCIUM DIHYDRATÉ
solution injectable;1;GADODIAMIDE
comprimé;2;HYDROCHLOROTHIAZIDE;CHLORHYDRATE D'AMILORIDE
solution buvable;5;PISCIDIA (EXTRAIT FLUIDE DE);SORBITOL À 70 POUR CENT (NON CRISTALLISABLE);CITRATE D'ALVÉRINE;BUGRANE (EXTRAIT FLUIDE DE);FUMETERRE (PARTIE AÉRIENNE DE) (EXTRAIT FLUIDE DE)
comprimé effervescent(e);2;CARBONATE DE CALCIUM;CHOLÉCALCIFÉROL (CONCENTRAT DE), FORME PULVÉRULENTE
pâte dentifrice;1;HEXÉTIDINE
comprimé sécable;1;MÉTHYLPREDNISOLONE
solution pour instillation;2;PHÉNAZONE;CHLORHYDRATE DE LIDOCAÏNE
comprimé sécable;1;FOSINOPRIL
solution injectable;1;CHLORHYDRATE D'ÉTELCALCÉTIDE
solution injectable;1;CHLORHYDRATE DE THIAMINE
solution buvable en gouttes;10;HYPERICUM PERFORATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;RUTA GRAVEOLENS POUR PRÉPARATIONS HOMÉOPATHIQUES;CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES;ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES;ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES;BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES;NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES;BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES;MILLEFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;1;BARICITINIB
capsule molle;1;PRUNIER D'AFRIQUE (ÉCORCE DE) (EXTRAIT MOU D')
gélule;3;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ;CAFÉINE;PARACÉTAMOL
solution buvable;1;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ
poudre pour solution pour perfusion;1;OXALIPLATINE
poudre pour solution pour perfusion;1;VORICONAZOLE
capsule;1;MÉTYRAPONE
crème;1;DOCOSANOL
suspension buvable;1;GEL DE PHOSPHATE D'ALUMINIUM
comprimé gastro-résistant(e);2;DICLOFÉNAC SODIQUE;MISOPROSTOL
solution pour perfusion;1;FLUCYTOSINE
suspension injectable;4;PROTÉINE DE FUSION RECOMBINANTE NHBA DE NEISSERIA MENINGITIDIS GROUPE B ;PROTÉINE RECOMBINANTE NADA DE NEISSERIA MENINGITIDIS GROUPE B ;PROTÉINE DE FUSION RECOMBINANTE FHBP DE NEISSERIA MENINGITIDIS GROUPE B ;VÉSICULES DE MEMBRANE EXTERNE (OMV) DE NEISSERIA MENINGITIDIS GROUPE B 
gel;1;CARBOMÈRE 974P
poudre pour suspension buvable;1;ISPAGHUL (TÉGUMENT DE LA GRAINE D') (POUDRE DE)
comprimé sécable;1;ALPRAZOLAM
comprimé à libération prolongée;1;BROMURE DE PYRIDOSTIGMINE
cartouche pour inhalation;1;NICOTINE
solution buvable;1;RISPÉRIDONE
solution à diluer pour perfusion;1;CATUMAXOMAB 
 comprimé et solution(s) et granules et poudre et pommade;1;FOENUM GRAECUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution ou;1;MÉGLUMINE (IOXITALAMATE DE)
granulés pour suspension buvable;1;JOSAMYCINE (PROPIONATE DE)
solution et  solution pour perfusion;25;ACÉTYLCYSTÉINE;PROLINE;TAURINE;ACIDE GLUTAMIQUE;CHLORURE DE SODIUM;LYSINE MONOHYDRATÉE;THRÉONINE;ASPARTIQUE (ACIDE);ALANINE;PHOSPHATE MONOPOTASSIQUE;LACTATE DE MAGNÉSIUM DIHYDRATÉ;HISTIDINE;PHÉNYLALANINE;LEUCINE;ISOLEUCINE;SÉRINE;TRYPTOPHANE L;GLUCOSE MONOHYDRATÉ;MÉTHIONINE;GLUCONATE DE CALCIUM;VALINE;PHOSPHATE DIPOTASSIQUE;ARGININE;TYROSINE;GLYCINE
capsule molle;1;BENZALKONIUM (CHLORURE DE), SOLUTION DE
 comprimé et solution(s) et granules et poudre et pommade;1;SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;3;LÉVODOPA;ENTACAPONE;CARBIDOPA ANHYDRE
comprimé pelliculé et  comprimé pelliculé pelliculé;2;LÉVONORGESTREL;ÉTHINYLESTRADIOL
poudre pour solution buvable;1;IBUPROFÈNE (LYSINATE D')
solution;2;AMYLÉINE (CHLORHYDRATE D');LÉVOMENTHOL
comprimé effervescent(e);2;SULFATE DE SODIUM ANHYDRE;PHOSPHATE MONOSODIQUE ANHYDRE
comprimé pelliculé;1;BROMHYDRATE DE CLOPIDOGREL MONOHYDRATÉ
granulés;3;SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES;PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES;RUMEX CRISPUS POUR PRÉPARATIONS HOMÉOPATHIQUES
solution à diluer pour perfusion;1;LÉVOSIMENDAN
solution pour pulvérisation;2;PYRÈTHRE (EXTRAIT DE);BUTOXYDE DE PIPÉRONYLE
émulsion injectable;1;CLÉVIDIPINE
ovule;1;BENZALKONIUM (CHLORURE DE)
comprimé pelliculé;2;CHLORHYDRATE D'ÉTHYLMORPHINE;CODÉINE
comprimé pelliculé;1;APIXABAN
solution à diluer injectable;1;CHLORURE DE SODIUM
comprimé pelliculé;2;ÉTHINYLESTRADIOL;ACÉTATE DE CHLORMADINONE
solution pour application;1;MALATHION
bain de bouche;1;HEXÉTIDINE
poudre pour solution injectable ou pour perfusion;2;CLAVULANATE DE POTASSIUM;AMOXICILLINE SODIQUE
solution buvable gouttes;1;CHLORPROMAZINE (CHLORHYDRATE DE)
solution injectable;1;CHLORHYDRATE DE GRANISÉTRON
 comprimé et solution(s) et granules et poudre et pommade;1;ALOE POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé enrobé;1;IMIPRAMINE (CHLORHYDRATE D')
solution injectable;1;ARIPIPRAZOLE
ovule;1;TIOCONAZOLE
granules et  poudre et  solution en gouttes en gouttes;1;NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution à diluer pour perfusion;1;IBANDRONIQUE (ACIDE), SEL MONOSODIQUE, MONOHYDRATÉ
comprimé pelliculé;1;FAMOTIDINE
poudre et  solvant pour solution pour pulvérisation;2;CHLORHYDRATE D'OXYMÉTAZOLINE;PREDNISOLONE (PHOSPHATE DISODIQUE DE)
sirop;1;GUAÏFÉNÉSINE
poudre effervescent(e) pour solution buvable;1;PARACÉTAMOL
solution buvable;6;ACIDE GLUTAMIQUE;ACIDE PHOSPHORIQUE CONCENTRÉ;PHOSPHATE MONOSODIQUE DIHYDRATÉ;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;PHOSPHATE MONOCALCIQUE MONOHYDRATÉ;MANGANÈSE (CHLORURE DE)
lotion;1;HYDROCORTISONE (BUTYRATE D')
comprimé dispersible;1;DIOSMINE
suspension buvable;1;CHLORHYDRATE D'HALOFANTRINE
poudre et  solution pour usage parentéral;1;CÉFAZOLINE SODIQUE
 comprimé et solution(s) et granules et poudre et pommade;1;FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution buvable;1;PIRACÉTAM
gel;2;CLINDAMYCINE (PHOSPHATE DE);TRÉTINOÏNE
comprimé enrobé;2;CHLORHYDRATE DE PSEUDOÉPHÉDRINE;IBUPROFÈNE
gel;1;TESTOSTÉRONE
 comprimé et solution(s) et granules et poudre et pommade;1;STRAMONIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
gélule;1;BUSSEROLE (FEUILLE DE) (EXTRAIT SEC DE)
collyre en solution;1;ACIDE SALICYLIQUE
 comprimé et solution(s) et granules et poudre et pommade;1;OXALICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé;1;THIOCOLCHICOSIDE
comprimé;1;NICOTINE-BÉTADEX (COMPLEXE)
gel pour usage dentaire;1;BENZOCAÏNE
crème;1;OMOCONAZOLE (NITRATE D')
poudre et  solvant pour solution injectable;1;PEGINTERFÉRON ALFA-2B 
comprimé muco-adhésif;1;ACICLOVIR
comprimé pelliculé sécable;2;SPIRONOLACTONE;ALTIZIDE
solution buvable;1;ENTÉCAVIR MONOHYDRATÉ
solution;1;IPRATROPIUM (BROMURE D') MONOHYDRATÉ
 solution et granules et poudre et pommade;1;GRAPHITES POUR PRÉPARATIONS HOMÉOPATHIQUES
 comprimé et solution(s) et granules et poudre et pommade;1;BARYTA IODATA POUR PRÉPARATIONS HOMÉOPATHIQUES
capsule molle;1;IBUPROFÈNE
solution et  solution pour perfusion;25;HYDROXYDE DE POTASSIUM;PROLINE;ACIDE CHLORHYDRIQUE;TAURINE;CHLORURE DE SODIUM;THRÉONINE;ALANINE;HISTIDINE;PHÉNYLALANINE;CHLORURE DE CALCIUM DIHYDRATÉ;CHLORURE DE ZINC;LEUCINE;GLYCÉROPHOSPHATE DE SODIUM PENTAHYDRATÉ;ISOLEUCINE;SÉRINE;TRYPTOPHANE L;CHLORHYDRATE DE LYSINE;GLUCOSE MONOHYDRATÉ;MÉTHIONINE;VALINE;ACIDE ACÉTIQUE GLACIAL;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;ARGININE;TYROSINE;GLYCINE
plante(s) pour tisane;5;CASSIS (FEUILLE DE);ORTHOSIPHON (TIGE FEUILLEE D');FRÊNE (FEUILLE DE);THÉ VERT;FEUILLE DE MENTHE POIVRÉE
 comprimé et solution(s) et granules et poudre et pommade;1;ARTEMISIA VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES
suppositoire;1;MORNIFLUMATE
comprimé orodispersible;1;ONDANSÉTRON
gélule;1;LÉNALIDOMIDE
gel;1;MÉTRONIDAZOLE
solution injectable;1;ANAKINRA 
gel pour application;1;CHLORHYDRATE DE DIPHÉNHYDRAMINE
comprimé pelliculé;2;HYDROCHLOROTHIAZIDE;LOSARTAN POTASSIQUE
gélule;1;ÉFAVIRENZ
poudre et  solvant pour suspension pour instillation;4;NYSTATINE;OXYTÉTRACYCLINE (CHLORHYDRATE D');PHOSPHATE SODIQUE DE DEXAMÉTHASONE;SULFATE DE POLYMYXINE B
suspension injectable;3;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/MICHIGAN/45/2015 (H1N1)PDM09 - ;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE B/COLORADO/06/2017 - SOUCHE ANALO;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/SINGAPORE/INFIMH-16-0019/2016 (
poudre et  solvant pour solution injectable ou pour perfusion;1;BASILIXIMAB 
solution buvable;2;RUTOSIDE;MÉLILOT (EXTRAIT FLUIDE DE)
comprimé à croquer;3;MAGNÉSIUM (CARBONATE DE) LOURD;SIMÉTICONE;CARBONATE DE CALCIUM
solution buvable;1;CARBOCISTÉINE
comprimé orodispersible;1;DOMPÉRIDONE
comprimé pelliculé;2;PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ;CHLORHYDRATE DE METFORMINE
poudre pour solution pour perfusion;1;TÉMOZOLOMIDE
poudre et  solvant pour solution injectable;1;SOMATORÉLINE (ACÉTATE DE)
comprimé;1;PROPYLTHIOURACILE
 comprimé et solution(s) et granules et poudre et pommade;1;ADRENALINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution buvable en gouttes;5;VALERIANA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;PICRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;GELSÉMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;ZINCUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
poudre pour solution pour inhalation par nébuliseur;1;COLISTIMÉTHATE SODIQUE
comprimé orodispersible sécable;1;OLANZAPINE
solution buvable;2;ACIDE MALIQUE;ARGININE
collutoire;1;DIGLUCONATE DE CHLORHEXIDINE
pommade;2;MORUE (FOIE DE) (HUILE DE);CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE
collutoire;2;TÉTRACAÏNE (CHLORHYDRATE DE);HEXAMIDINE (DIISÉTIONATE D')
solution et  solution pour colle;4;THROMBINE HUMAINE ;FIBRINOGÈNE HUMAIN ;APROTININE SYNTHÉTIQUE;CHLORURE DE CALCIUM DIHYDRATÉ
collyre;1;CARMELLOSE SODIQUE
solution injectable;1;BIOTINE
comprimé enrobé sécable;1;CHLORHYDRATE DE QUINAPRIL
solution à diluer pour perfusion;1;CIDOFOVIR DIHYDRATÉ
comprimé;1;PYRAZINAMIDE
solution injectable;1;ERGOCALCIFÉROL
collyre en solution;1;CARBOMÈRE 980
solution à diluer pour perfusion;1;DINUTUXIMAB BÊTA 
comprimé enrobé;1;DICLOFÉNAC POTASSIQUE
émulsion et  solution et  solution pour perfusion;18;LEUCINE;ISOLEUCINE;SÉRINE;TRYPTOPHANE L;CHLORHYDRATE DE LYSINE;GLUCOSE MONOHYDRATÉ;PROLINE;MÉTHIONINE;VALINE;HUILE D'OLIVE RAFFINÉE;THRÉONINE;ARGININE;ALANINE;TYROSINE;HUILE DE SOJA RAFFINÉE;HISTIDINE;PHÉNYLALANINE;GLYCINE
comprimé enrobé;2;CHLORHYDRATE DE PYRIDOXINE;LACTATE DE MAGNÉSIUM DIHYDRATÉ
 comprimé et solution(s) et granules et poudre et pommade;1;BOLDO (PEUMUS BOLDUS) 
comprimé dispersible;1;DÉFÉRASIROX
granulés;2;MAGNÉSIUM (OXYDE DE) LÉGER;MAGNÉSIUM (SULFATE DE) DESSÉCHÉ
comprimé pelliculé;1;PROPRANOLOL (CHLORHYDRATE DE)
comprimé effervescent(e);1;CARBONATE DE CALCIUM
poudre pour usage parentéral;1;BENZYLPÉNICILLINE SODIQUE
comprimé pelliculé;1;PHOSPHATE DE TÉNOFOVIR DISOPROXIL
comprimé;1;MÉSALAZINE
comprimé dispersible;1;ÉVÉROLIMUS
poudre pour solution injectable;2;CLAVULANATE DE POTASSIUM;TICARCILLINE SODIQUE
comprimé pelliculé sécable;1;ÉFAVIRENZ
collyre en suspension;2;DEXAMÉTHASONE;TOBRAMYCINE
crème;1;IVERMECTINE
solution injectable;1;DIASPARTATE DE PASIRÉOTIDE
crème;1;ESTRIOL
suppositoire;3;TÉNOATE DE SODIUM;PARACÉTAMOL;HUILE ESSENTIELLE D'EUCALYPTUS
comprimé pelliculé;1;VORICONAZOLE
solution buvable;1;MAGNÉSIUM (PIDOLATE DE)
comprimé pour solution buvable;1;CHLORAMINE
gel pour application;1;HEXAMIDINE (DIISÉTIONATE D')
comprimé;1;BILASTINE
comprimé pelliculé;1;AMITRIPTYLINE (CHLORHYDRATE D')
lyophilisat;1;PARACÉTAMOL
suspension pour inhalation;2;FUMARATE DE FORMOTÉROL DIHYDRATÉ;BUDÉSONIDE
gélule;1;THÉ VERT
poudre pour suspension buvable;1;MONTMORILLONITE BEIDELLITIQUE
comprimé;1;ÉZÉTIMIBE
solution buvable en gouttes;1;PARACÉTAMOL
comprimé pelliculé;1;CARPIPRAMINE (DICHLORHYDRATE DE)
poudre pour solution à diluer pour perfusion;1;PÉMÉTREXED
sirop;1;CITRATE D'OXÉLADINE
gélule;1;FLUCONAZOLE
comprimé pelliculé sécable;1;PARACÉTAMOL
solution pour perfusion;1;NÉLARABINE
gélule;1;CHLORHYDRATE D'IDARUBICINE
capsule molle;1;BEXAROTÈNE
comprimé sécable;1;KÉTOPROFÈNE
granulés pour solution buvable;1;ÉPOLAMINE DE DICLOFÉNAC
comprimé pelliculé;1;PÉLARGONIUM (EXTRAIT SEC DE RACINE DE)
poudre et  solvant pour solution injectable;4;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE Y CONJUGUÉ À L'ANATOXINE TÉTANIQUE;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE A CONJUGUÉ À L'ANATOXINE TÉTANIQUE;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUÉ À L'ANATOXINE TÉTAN;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE C CONJUGUÉ À LA PROTÉINE TÉTANIQUE
solution buvable;1;BÉTAÏNE (CITRATE DE) MONOHYDRATÉ
comprimé sécable;1;CARBONATE DE LITHIUM
comprimé pelliculé;1;CHLORHYDRATE DE ROLAPITANT MONOHYDRATÉ
poudre;3;CARBONATE DE CALCIUM;ALGINATE DE SODIUM;BICARBONATE DE SODIUM
comprimé;1;LÉVOTHYROXINE SODIQUE
 comprimé et solution(s) et granules et poudre et pommade;1;ABROTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES
gélule;3;ACIDE ASCORBIQUE;PARACÉTAMOL;MALÉATE DE CHLORPHÉNAMINE
poudre et  solvant pour solution pour perfusion;1;CARMUSTINE
gélule;1;CITRATE D'IXAZOMIB
poudre pour solution pour injection ou pour perfusion;1;PENTOSTATINE
lotion;2;ACIDE SALICYLIQUE;DIPROPIONATE DE BÉTAMÉTHASONE
 comprimé et solution(s) et granules et poudre et pommade;1;FERULA COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé orodispersible;1;ARIPIPRAZOLE
 comprimé et solution(s) et granules et poudre et pommade;1;ABSINTHIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé à sucer;1;SODIUM (PICOSULFATE DE)
comprimé pelliculé;1;DÉSOGESTREL
solution injectable;1;SAMARINIUM [153 SM] LEXIDRONAM PENTASODIUM
solution buvable;1;SODIUM (CROMOGLICATE DE)
capsule molle;1;TIPRANAVIR
sirop;1;CHLORHYDRATE D'ÉTHYLMORPHINE
comprimé;1;FELBAMATE
gel;1;ESCINE BÊTA
microsphère et  solution pour usage parentéral à libération prolongée;1;LEUPRORÉLINE
poudre et  solvant pour solution injectable;1;INTERFÉRON BÊTA-1B
comprimé pelliculé;1;CHLORHYDRATE D'ALFUZOSINE
poudre pour solution injectable pour perfusion;1;ÉSOMÉPRAZOLE SODIQUE
poudre pour inhalation en gélule;1;DIPROPIONATE DE BÉCLOMÉTASONE
collyre;1;ACIDE SALICYLIQUE
comprimé à croquer;3;SARCOLACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES;ZINCUM OXYDATUM POUR PRÉPARATIONS HOMÉOPATIQUES
comprimé pelliculé;1;PÉRINDOPRIL ARGININE
solution concentré(e) à diluer pour perfusion;1;DÉFIBROTIDE 
poudre pour suspension buvable;1;STIRIPENTOL
solution buvable;1;KETOTIFÈNE (FUMARATE DE)
granules et  solution en gouttes en gouttes;1;ABIES PECTINATA POUR PRÉPARATIONS HOMÉOPATHIQUES
granules et  poudre et  solution en gouttes en gouttes;1;CUPRUM ACETICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé;1;DEXPANTHÉNOL
suspension buvable;2;POTASSIUM (BICARBONATE DE);ALGINATE DE SODIUM
comprimé pelliculé;1;VARÉNICLINE (TARTRATE DE)
comprimé orodispersible;1;MIRTAZAPINE
gel;2;CHLORURE DE CÉTALKONIUM;CHOLINE (SALICYLATE DE)
pastille à sucer;1;EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT
solution pour application;1;HYDROGÈNE (PEROXYDE D'), SOLUTION DE, À 3 POUR CENT
suspension pour pulvérisation;1;BUDÉSONIDE
poudre pour suspension buvable;1;ATTAPULGITE DE MORMOIRON
solution injectable ou à diluer pour perfusion;1;CHLORHYDRATE DE LÉVOBUPIVACAÏNE
 comprimé et solution(s) et granules et poudre et pommade;1;DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES
sirop;2;CHLORURE DE POTASSIUM;GLYCÉROPHOSPHATE DE POTASSIUM
solution pour usage dentaire;2;LIDOCAÏNE;CÉTRIMIDE
solution pour application;1;OXICONAZOLE (NITRATE D')
gélule;1;EXTRAIT SEC DE FEUILLE D'ORTIE DIOÏQUE
solution injectable;2;ARTICAÏNE (CHLORHYDRATE D');TARTRATE D'ADRÉNALINE
trousse et  trousse et  trousse pour préparation radiopharmaceutique;1;N,N'-ÉTHYLÈNE-(L,L)-DICYSTÉINE
comprimé pelliculé sécable;1;CHLORHYDRATE DE MOEXIPRIL
gélule;1;CÉRITINIB
gélule;3;HESPÉRIDINE MÉTHYLCHALCONE;ACIDE ASCORBIQUE;PETIT HOUX (EXTRAIT SEC DE)
suspension buvable;1;ACICLOVIR
comprimé;1;IBUPROFÈNE
comprimé;1;CHLORHYDRATE DE GLUCOSAMINE
granules et  poudre et  solution en gouttes en gouttes;1;ACTAEA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES
gel;1;FUSIDIQUE (ACIDE)
comprimé pelliculé sécable;1;OXALATE D'ESCITALOPRAM
solution injectable;1;DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ
comprimé;1;NICORANDIL
solution pour inhalation;1;IPRATROPIUM (BROMURE D') MONOHYDRATÉ
 comprimé et solution(s) et granules et poudre et pommade;1;ZINGIBER OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES
gélule;1;HYDROXYCARBAMIDE
dispositif;1;TESTOSTÉRONE
comprimé pelliculé;1;BICALUTAMIDE
suppositoire;1;BILE DE BOEUF (EXTRAIT DE) (FLUIDE)
pommade;1;MUPIROCINE
comprimé sécable;1;SÉLÉGILINE (CHLORHYDRATE DE)
solution pour application;1;ÉRYTHROMYCINE
poudre pour application;1;BIFONAZOLE
solution buvable;1;OR COLLOÏDAL
comprimé orodispersible;4;PASSIFLORA INCARNATA POUR PRÉPARATIONS HOMÉOPATHIQUES;NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES;STRAMONIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;HYOSCYAMUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES
lotion;2;ACIDE SALICYLIQUE;ACÉTONIDE DE TRIAMCINOLONE
comprimé enrobé;1;TIANEPTINE SODIQUE
comprimé sécable;1;SPIRONOLACTONE
solution injectable à diluer pour perfusion;1;CISPLATINE
gélule;1;GUARANA
solution buvable et  comprimé pelliculé buvable pelliculé;3;PHOSPHATE MONOSODIQUE DIHYDRATÉ;BISACODYL;SODIUM (HYDROGÉNOPHOSPHATE DE) DODÉCAHYDRATÉ
comprimé pelliculé;1;CHLORHYDRATE DE VALGANCICLOVIR
 comprimé et solution(s) et granules et poudre et pommade;1;SPIRAEA ULMARIA POUR PRÉPARATION HOMÉOPATHIQUE
comprimé gastro-résistant(e);1;RABÉPRAZOLE SODIQUE
comprimé enrobé;2;AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE);QUININE (BENZOATE DE)
comprimé;1;TRIMÉTHOPRIME
pastille à sucer;2;AMYLMÉTACRÉSOL;ALCOOL DICHLORO-2,4 BENZYLIQUE
solution pour perfusion;1;LUTÉCIUM (177LU) OXODOTRÉOTIDE
suspension injectable;3;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/MICHIGAN/45/2015 (H1N1)PDM09 - ;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/HONG KONG/4801/2014 (H3N2) - SO;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, B/BRISBANE/60/2008 - SOUCHE ANALOGUE (B/
solution pour application;3;DIGLUCONATE DE CHLORHEXIDINE;ALCOOL BENZYLIQUE;BENZALKONIUM (CHLORURE DE)
gélule;3;MILIEU DE CULTURE;LACTOBACILLUS FERMENTUM;LACTOBACILLUS DELBRUECKII
suspension injectable;1;VIRUS DE L'ENCÉPHALITE À TIQUES SOUCHE K23 
solution buvable en gouttes;2;MÉTHESCULÉTOL SODIQUE;MARRONNIER D'INDE (EXTRAIT SEC DE)
solution injectable;1;GLUCOSE MONOHYDRATÉ
granules et  pommade et  solution en gouttes en gouttes;1;CUPRUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;1;LACIDIPINE
comprimé pelliculé;1;IBANDRONIQUE (ACIDE), SEL MONOSODIQUE, MONOHYDRATÉ
gomme;3;EXTRAIT SEC D'ÉRYSIMUM;ÉNOXOLONE;CHLORHYDRATE DE LIDOCAÏNE
crème;1;IMIQUIMOD
solution à diluer pour perfusion;1;NIVOLUMAB 
gélule;7;THYM;ROMARIN (FEUILLE DE);FUMETERRE (PARTIE AÉRIENNE FLEURIE);BOULEAU;GENIÈVRE;ARRÊTE-BOEUF (RACINE D');RHAPONTIC (RACINE DE)
comprimé;1;CHLORHYDRATE DE VENLAFAXINE
solution buvable;1;SÉLÉNITE DE SODIUM
ovule;1;ESTRIOL
solution pour pulvérisation;2;CHLORHYDRATE D'ÉPHÉDRINE;SODIUM (THIOSULFATE DE) ANHYDRE
comprimé pelliculé sécable;1;PIRACÉTAM
 comprimé et solution(s) et granules et poudre et pommade;1;SAMBUCUS NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES
