B01BC7C8D59A80E648681AE1ABF989736E9F8C9E;comprimé pelliculé;2;OLMÉSARTAN MÉDOXOMIL;HYDROCHLOROTHIAZIDE;ALTEISDUO 20 mg/12,5 mg, comprimé pelliculé
86F16C2978E7CA45CD464EC1FF0298955B60FC09;comprimé;1;NÉVIRAPINE ANHYDRE;NEVIRAPINE MYLAN 200 mg, comprimé
0D9A3EF8A0DF1A3D9B516EEDFA9AC8F5E0976099;solution injectable;1;ANTIMONIATE DE MÉGLUMINE;GLUCANTIME 1,5 g/5 ml, solution injectable;0CF76F8F3549D21C8930F9429D69C3959DD63E07
79CB7E6560DCF2C65D6A1103A3161950C4876166;solution;1;CHLORHYDRATE DE MIDAZOLAM;BUCCOLAM 7,5 mg, solution buccale;A428E9A64B444C934C34C6545D4E1459FBCD1E98
F6A2A785F9565F2FA82EC430CF304EAA415FF7A9;gélule;1;BÉSILATE D'AMLODIPINE;AMLODIPINE ALMUS 10 mg, gélule;0EC595F78543AE8B7AAFAE82C4AE23D99D82F582
FB8788E01FE815B5ED72BC4F1F9476EF575F54B9;comprimé pelliculé;1;NORFLOXACINE;NORFLOXACINE ARROW 400 mg, comprimé pelliculé
BA4F4D4E45BCF99F686097D875B7ACB371FD1E81;comprimé pelliculé sécable;1;LOSARTAN POTASSIQUE;LOSARTAN ARROW 50 mg, comprimé pelliculé sécable
169F709268CD88E0B70B3343EF1937E99CC34D33;comprimé pelliculé;1;COMPLEXE SODIQUE SACUBITRIL VALSARTAN HÉMIPENTAHYDRATÉ;ENTRESTO 97 mg/103 mg, comprimé pelliculé
23AED1F5BF309EE2E2BAD36AD6BB4C8B5BFC4EEC;solution injectable;1;URAPIDIL (CHLORHYDRATE D');EUPRESSYL 25 mg, solution injectable (I.V.);BD9A02ED7389D3B846DE68D3BC48C77144E86A36
82E5847AC134E8D414ADA9D85097252546E873C2;solution injectable;1;NADROPARINE CALCIQUE ;FRAXIPARINE 3 800 U.I. Axa/0,4 ml, solution injectable (S.C.) en seringue pré-remplie
5B0E1959A4C5DD60EB104794FA337F0B5AC9DB48;solution pour dialyse péritonéale;5;CHLORURE DE CALCIUM DIHYDRATÉ;CHLORURE DE SODIUM;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;GLUCOSE MONOHYDRATÉ;SODIUM (LACTATE DE), SOLUTION DE;SOLUTION PRETE A L'EMPLOI D.P.C.A. 4 FRESENIUS, solution pour dialyse péritonéale
1708268A2E2EA1771CC44DF9651ECBE90CDFA253;gélule;1;AMOXICILLINE TRIHYDRATÉE;AMOXICILLINE CRISTERS 500 mg, gélule;C409A97A61AEEAA8D766030C00776C94CE8CAA26
8D4F6D62A871ED3D65BCA700D6C2B0393B4F4C56;solution pour perfusion;1;ACIDE ZOLÉDRONIQUE MONOHYDRATÉ;ACIDE ZOLEDRONIQUE SANDOZ 4 mg/100 ml, solution pour perfusion;506F71EA5AA3E03AE271997D0E95E830947770FA
B320AC221799591FC011971075E3DBCBDE374401;comprimé pelliculé;1;FINASTÉRIDE;FINHAIR 1 mg, comprimé pelliculé
86939B0B10C741D8742E21EA0A7A6541204C15FB;poudre pour application;1;NITRATE D'ÉCONAZOLE;PEVARYL 1 POUR CENT, poudre pour application locale en flacon poudreur
E375A157AA9DB83EBED169FC080BD67573EBDBBE;solution injectable;1;PEGINTERFÉRON ALFA-2A ;PEGASYS 135 microgrammes, solution injectable en stylo prérempli
CA478CA05BD08114B1C3743E4FF654ADE199F9A3;solution injectable;1;DITARTRATE DE VINORELBINE;NAVELBINE 10 mg/1 ml, solution injectable en flacon;6A46D1A41510B0CE2FBA0C36BB55FE4462E64C14
410F0BEC6CFE0C98275DCB449599D8E11275165E;gélule;1;CHLORHYDRATE D'ANAGRÉLIDE MONOHYDRATÉ;XAGRID 0,5 mg, gélule;3AA1EE3C5EA696BF5778D4690B8F92DE8B565D88
36294E43F6AD69CFCE8C4D0B3A241EAFD30B972F;comprimé;1;ÉZÉTIMIBE;EZETIMIBE MYLAN 10 mg, comprimé
BC42D3AC3BCDBD44DF70A20B229D8D0FF542CA49;comprimé pelliculé;2;LOSARTAN POTASSIQUE;HYDROCHLOROTHIAZIDE;LOSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 100 mg/25 mg, comprimé pelliculé
38CBB9C89CC6DBAD181A5B9CB3C44C2AA995979F;comprimé pelliculé;1;CHLORHYDRATE DE MOXIFLOXACINE;MOXIFLOXACINE SANDOZ 400 mg, comprimé pelliculé;1769C1545D23BEE66BBE661B585F3A8E4C86DE89
FECC783921F612BBD6C263EE26BF18919BA58FE6;sirop;2;BROMHYDRATE DE DEXTROMÉTHORPHANE;MALÉATE DE MÉPYRAMINE;CLARIX TOUX SECHE DEXTROMETHORPHANE MEPYRAMINE ADULTES, sirop
E6515B692B8708BF59F2932E82C3A592C8745A04;gélule;1;FÉNOFIBRATE;FENOFIBRATE TEVA SANTE 67 mg, gélule
848CB3725B9E4458007521A341C58E6643344587;système de diffusion;2;ÉTHINYLESTRADIOL;ÉTONOGESTREL;ETONOGESTREL/ETHINYLESTRADIOL MYLAN 120 microgrammes/15 microgrammes/24 heures, système de diffusion vaginal
D7BEF92ED7068EA38E65A362788FEEE4262B6645;comprimé;1;LORATADINE;LORATADINE BIOGARAN 10 mg, comprimé
3D120D840E493FC0C4297A368A3E100ECDFAB1F5;solution à diluer pour perfusion;1;LARONIDASE ;ALDURAZYME 100 U/ml, solution à diluer pour perfusion
4050AABF3B209D97587A700E832BF586503E5FF0;comprimé pelliculé;1;ENTÉCAVIR MONOHYDRATÉ;ENTECAVIR EG 0,5 mg, comprimé pelliculé;78F95C4029E010C21966E85B7B65BC18D5B351E2
EC8DA35E11E0F405B8681557EAFC5D4E53B723FE;comprimé pelliculé sécable;1;VALSARTAN;VALSARTAN ISOMED 160 mg, comprimé pelliculé sécable
3D3F6881B43D4E4BA5A16BE0F2642359FF9C014B;comprimé sécable;1;LÉVOTHYROXINE SODIQUE;L-THYROXIN HENNING 75 microgrammes, comprimé sécable;505484C5B02F2910EC32B3786145E6CB54349E35
3A6D852CF73B813BACFED284E29F24B3D73F0FFE;suspension injectable;1;NEISSERIA MENINGITIDIS (OLIGOSIDE DE) (SOUCHE C11) GROUPE C CONJUGUÉ À LA PROTÉI;MENINGITEC, suspension injectable en seringue préremplie. Vaccin méningococcique du sérogroupe C oligosidique conjugué (adsorbé)
6FC425A20E0C8DF3F8323D8FD5DB2AED21133FA4;solution injectable;1;ADRÉNALINE;ANAPEN 300 microgrammes/0,3 ml, solution injectable en seringue préremplie
CCF648264C2842756A96A36F36C7AF3A9A76C1D3;comprimé pelliculé;1;LOSARTAN POTASSIQUE;LOSARTAN ZYDUS 100 mg, comprimé pelliculé
49882A307394E7297000DAA112C6B26156F539DD;gélule;1;CHLORHYDRATE D'OXYCODONE;OXYCODONE ARROW 10 mg, gélule;6E3F9FD33060AECA50F9571BB5258314B9D12625
FBFDA2DE984FA0D3FAE4BF88BF4666731FFBD0F1;comprimé pelliculé;2;AMOXICILLINE TRIHYDRATÉE;CLAVULANATE DE POTASSIUM;AUGMENTIN 500 mg/62,5 mg, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)
007D58C7DB93149A33777E2901A05EDCFEAFD0F1;comprimé pelliculé sécable;1;RISPÉRIDONE;RISPERIDONE RANBAXY 1 mg, comprimé pelliculé sécable
557D0258081E0E41AEB98D0BA714F965CD35A756; comprimé et solution(s) et granules et poudre et pommade;1;CARDUUS MARIANUS POUR PRÉPARATIONS HOMÉOPATHIQUES;CARDUUS MARIANUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
528DCAA6CFA3E99E626FDC295D75C5ACDB8D4E65;solution pour application;1;NITRATE D'ÉCONAZOLE;ECONAZOLE TEVA 1 POUR CENT, solution pour application cutanée
49936A72E7B055D4B6D76A6983F037940C85DDB3;comprimé pelliculé;1;AZITHROMYCINE DIHYDRATÉE;ZITHROMAX 250 mg, comprimé pelliculé;9F0C26C4F85389A8E2B95ECE775F4DDDAA28E095
DA08758527C3F6CE4AA08359A9CBC3C2A5647BAC;capsule molle;1;CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE;A 313 50 000 U.I., capsule molle
6AB8F313638ADEA7E1E4AA0DDE4C966F0832199D;solution injectable;1;FLUPENTIXOL (DÉCANOATE DE);FLUANXOL LP 100 mg/1 ml, solution injectable (IM)
34CDA595B6A9CB395B298F01C14FF42CCAB3398B;comprimé pelliculé sécable;1;BROMHYDRATE DE CITALOPRAM;CITALOPRAM RANBAXY 20 mg, comprimé pelliculé sécable;C8DFC22C3D2807C24C76D370EF6488A40ACE4A15
B99BD436771ABBA8EA805DB9288449A5279FE05B;comprimé;1;BUMÉTANIDE;BURINEX 5 mg, comprimé
8F1A88886899A6B47C3663170FDB72275CEFA002;solution pour application;1;DIGLUCONATE DE CHLORHEXIDINE;DIASEPTYL 0,5 %, solution pour application cutanée
327492FF684009A33582D5E197EF716004C39AFD;comprimé pelliculé;1;CHLORHYDRATE DE CLOMIPRAMINE;CLOMIPRAMINE (CHLORHYDRATE) MYLAN 25 mg, comprimé pelliculé
29ED8AEB476CD468B2B65AFBC0AB55B1BBB27D39;comprimé pelliculé;1;BROMHYDRATE D'ÉLÉTRIPTAN;ELETRIPTAN MYLAN 20 mg, comprimé pelliculé;C73FF1D61C46B046D2779FEA1CC59F50D5C7938F
B37CF12C4A478A8D0975487FA9408888475D5EBB;poudre et  solvant;1;LÉNOGRASTIM ;GRANOCYTE 34 Millions UI/ml, poudre et solvant pour solution injectable/perfusion en seringue préremplie
EED609E8A3315FD3E02127A76B4A4DA7451732D9;comprimé pelliculé;2;CHLORHYDRATE DE TRAMADOL;PARACÉTAMOL;TRAMADOL/PARACETAMOL MYLAN GENERIQUES 37,5 mg/325 mg, comprimé pelliculé
774243304494031CAC57F488FC2D87B6F4B6DA6B;solution injectable;1;TARTRATE D'ADRÉNALINE;ADRENALINE AGUETTANT 1 mg/ml SANS SULFITE, solution injectable;637354EFCC822D14444D5D12531A00B748CF41F4
EA08D2DBF9272865E6AE57676A327D0F5EEFDD07;capsule molle;1;CICLOSPORINE;SANDIMMUN 50 mg, capsule molle
48B0C5CE763F8B39696FF82667CBA7FC47B14CCE;comprimé pelliculé;1;SIMVASTATINE;SIMVASTATINE ARROW LAB 20 mg, comprimé pelliculé
22E253208728E8D8E9551E8E0017530EFD0952FA;comprimé orodispersible;1;RISPÉRIDONE;RISPERIDONE SANDOZ 3 mg, comprimé orodispersible
A504D36E32F30EE8C382083A6A6E716ED1179D07;comprimé;1;TELMISARTAN;TELMISARTAN MYLAN 40 mg, comprimé
69EA6AA5920CB32DA8BD92444A6DF32AF8392AC5;comprimé sécable;1;PROPRANOLOL (CHLORHYDRATE DE);PROPRANOLOL TEVA 40 mg, comprimé sécable
BA77648F3E9FA79AA1DDC47CDE177391B431D9A3;comprimé pelliculé;1;TADALAFIL;CIALIS 5 mg, comprimé pelliculé
518F7556CD14FD429071588F30DEDF5ECA155342;vernis à ongles médicamenteux(se);1;CICLOPIROX;MYCONAIL 80 mg/g, vernis à ongles médicamenteux
AF922E02BF971A35E74E2BD17CB3FC991DB0472C;poudre pour solution injectable;1;CEFTAZIDIME PENTAHYDRATÉE;CEFTAZIDIME PANMEDICA ENFANTS ET NOURRISSONS 250 mg, poudre pour solution injectable;022BFED21D28963E9D74DD34C10290325F93251A
900018A90711BE290C42CAE368F02F972E432DD2;comprimé sécable;1;AMISULPRIDE;AMISULPRIDE BIOGARAN 100 mg, comprimé sécable
797A437625147C231C003895691CEF863FEEAFCA;sirop;3;CHLORHYDRATE D'ÉTHYLMORPHINE;ESPÈCES PECTORALES (EXTRAIT FLUIDE D');CODÉINE;TUSSIPAX, sirop
01A9DF8F7B2187186510D9999C5D63F3003B6D75;gélule;1;ACIDE CHOLIQUE;KOLBAM 250 mg, gélule
A3F150F313A82DF55C2079164BA4DF18CF67591D;comprimé;1;ARIPIPRAZOLE;ARIPIPRAZOLE SANDOZ 10 mg, comprimé
9B8551491A41F5511A1BBDB5971198828C139D2A;poudre pour solution à diluer pour perfusion;1;TRASTUZUMAB ;KANJINTI 420 mg, poudre pour solution à diluer pour perfusion
2A04F8ACECE53A61477C5D6FD415B280968F224C;gélule;1;CHLORHYDRATE DE LOPÉRAMIDE;LOPERAMIDE ARROW 2 mg, gélule
37CD0642446A6B88B00627966CAD73D7AE0B29D1;comprimé pelliculé;1;TADALAFIL;TADALAFIL EG 10 mg, comprimé pelliculé
B55679652E8D1C6D8108249D5B86F4D02FFC3799;solution à diluer pour perfusion;1;CHLORURE DE POTASSIUM;CHLORURE DE POTASSIUM PROAMP 0,10 g/ml, solution à diluer pour perfusion
C94497A9443C8AB19776BD4A65836C93A7B75536;gélule;1;PARACÉTAMOL;PARACETAMOL BIOGARAN 500 mg, gélule
C88F5FD4217E92FE7F52E69EABA364EE7D832142;poudre et  solvant pour solution injectable;1;SOMATROPINE ;GENOTONORM MINIQUICK 1,6 mg, poudre et solvant pour solution injectable
51DA1E0E93B8356FAE591C0D721EEC8796A6DB33;comprimé sécable;1;FUMARATE DE BISOPROLOL;BISOPROLOL TEVA SANTE 5 mg, comprimé sécable
9F3478155F65357F216773C62C30D22F313F47AF;comprimé pelliculé sécable;1;LÉVOFLOXACINE HÉMIHYDRATÉE;LEVOFLOXACINE ACTAVIS 500 mg, comprimé pelliculé sécable;5382670EAF6492F5D1553ABB9DFB19273C38C506
42DE27378D9242082399F4D398EC84CDAE27D50E;gélule à libération prolongée;1;CHLORHYDRATE DE DILTIAZEM;MONO TILDIEM LP 300 mg, gélule à libération prolongée
B6F1C34B5EDCA1B650FDC6D56BD3033B804C5E3D;solution à diluer pour perfusion;1;OXALIPLATINE;OXALIPLATINE KABI 5 mg/ml, solution à diluer pour perfusion
38CF9A79AA5B56EE867256A163C89FF787432C4C;solution pour perfusion;1;TRINITRINE;NITRONAL 1 mg/ml, solution pour perfusion
8A85D5B22B7C80699AF1A69217E5A696935A25C7;comprimé pelliculé;1;ROSUVASTATINE CALCIQUE;ROSUVASTATINE POLFA PABIANICE 10 mg, comprimé pelliculé;15F57E2EAC42FDB3ADC1006BB3F6A14CD4807099
E588DBA005F35C010F4CAF68D92DAF5F2980ABD9;capsule molle;1;LÉVOTHYROXINE SODIQUE;TCAPS 125 microgrammes, capsule molle;7CF1EF4E0EEC68A7599FAB199102B04A188B9401
15443C8C66BCCB20DB1EFD8A155D57EA48F56DBC;comprimé pelliculé;1;PARACÉTAMOL;DOLIPRANETABS 1000 mg, comprimé pelliculé
15CEA95C9FA999ECE89FFA74BEFCFABDA02A9B54;comprimé pelliculé sécable;1;PROPAFÉNONE (CHLORHYDRATE DE);RYTHMOL 300 mg, comprimé pelliculé sécable
79DBDDD5B7EB52EDC9D952FA51C7AD88021B6110;dispositif;1;ESTRADIOL;THAIS 25 microgrammes/24 heures, dispositif transdermique
F726EB09B2C6F2975B912DE2002A90A920942649;solution buvable en gouttes;1;DICHLORHYDRATE DE CÉTIRIZINE;ZYRTEC 10 mg/ ml, solution buvable en gouttes
FAB2286C5CEA76699544655EA4AF19FB17F153BE;comprimé pelliculé;1;LÉVÉTIRACÉTAM;LEVETIRACETAM TEVA 500 mg, comprimé pelliculé
9CFAF4FD2CE5A7190C1C473A9DD323B0E5230BE2;gélule à libération prolongée;1;BROMHYDRATE DE GALANTAMINE;GALANTAMINE ZYDUS LP 8 mg, gélule à libération prolongée;3AF72DA0ECD0CFF2F513D9A58CB164B62B83750A
B0BCBB382AE165ABF3374954A9D70B2DDFABEDC6;solution buvable;1;PARAFFINE LIQUIDE;HUILE DE PARAFFINE COOPER, solution buvable en flacon
BFB4343A75BD3F8491AEFF3D9F6D2C0AD228404D;comprimé sécable;1;PIPAMPÉRONE (CHLORHYDRATE DE);DIPIPERON 40 mg, comprimé sécable;76D3F26C4A5BDB9ED6DB11560B0CC03268472C3D
9EB4CEC838FAAE23C73E0DC3E05973EA3BB12964;comprimé pelliculé sécable;1;RISPÉRIDONE;RISPERIDONE EVOLUGEN 1 mg, comprimé pelliculé sécable
5A46FBFB30B8B66E3B3BC6CABB50FE28C6FF2E32;poudre pour suspension buvable;1;MYCOPHÉNOLATE MOFÉTIL;CELLCEPT 1 g/5 ml, poudre pour suspension buvable
239AECE4552D357DBA006FAF75CAE39B84C34BF0;solution injectable;1;MÉTHOTREXATE DISODIQUE;IMETH 15 mg/0,6 ml, solution injectable en seringue préremplie;2211E9FA4CEC6B8CDE65F881A801AE9318949D29
4016B6F1F608CF887CFB27168D40DA3120BCA376;comprimé pelliculé sécable;1;LOSARTAN POTASSIQUE;LOSARTAN SANDOZ 50 mg, comprimé pelliculé sécable;87ABF63DF2538012A310F46B1E38C6061E8A6591
0251A9CBA32444D7B3728CE171BD0467062584CD;gélule à libération prolongée;1;BROMHYDRATE DE GALANTAMINE;GALANTAMINE SANDOZ LP 16 mg, gélule à libération prolongée;420D8EB0B374A7C738FF568010E28D811147C51F
0E256DEEE36C5446355B1BA681AB4483FB315E56;dispositif;1;FENTANYL;FENTANYL EG 100 µg/h, dispositif transdermique
BF8C0EC923718AA3CC9B6DFD224A15061CA6DE1C;gélule;1;CHLORHYDRATE DE MILNACIPRAN;IXEL 50 mg, gélule;92F7AC56C8C6200A7F7EFDB41286488D4CCB6B71
98BF95C3F822282BC06D335F2BFE692243CE4EBB; comprimé et solution(s) et granules et poudre et pommade;1;CUPRUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;CUPRUM METALLICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
535AAF0F0080B710C45943BDA7BD1DFE84283BE6;poudre pour solution à diluer pour perfusion;1;AGALSIDASE BÊTA ;FABRAZYME 35 mg, poudre pour solution à diluer pour perfusion
FA7B374973E370584098D65FD56BE53B0811FC30;comprimé;1;GLIMÉPIRIDE;GLIMEPIRIDE RATIO 2 mg, comprimé
6C18CB78CD3450FD0B28BD4F2A1B416F5BA3BF7F;solution injectable;1;ATROPINE (SULFATE D');ATROPINE SULFATE RENAUDIN 0,25 mg/ml, solution injectable en ampoule
DB68EB808590848CD225DCF9EC224F304A33133D;pastille;1;EXTRAIT SEC D'ÉRYSIMUM;ACTIVOX MAUX DE GORGE ERYSIMUM AROME MENTHE EUCALYPTUS SANS SUCRE, pastille édulcorée au sorbitol
7032D41716774283355CA1C9FF41BB37A502EDF0;gélule;1;TÉMOZOLOMIDE;TEMOZOLOMIDE MYLAN 20 mg, gélule
F9FDFD47432F1CF209788AFF3E31CC05D25B2FB6;comprimé pelliculé;1;ATORVASTATINE CALCIQUE;ATORVASTATINE ZYDUS FRANCE 20 mg, comprimé pelliculé;ED766DFE25CC37E2E30D5C2BC98C1D06F8C09867
A0C1E6A280648A18C4E13ED2A208B013B94968EC;comprimé pelliculé sécable;1;RISPÉRIDONE;RISPERIDONE BIOGARAN 1 mg, comprimé pelliculé sécable
0B573257415B7962C2F3396597B85D540F1B7879;poudre et  solution pour usage parentéral à diluer;1;FOTÉMUSTINE;MUPHORAN, poudre et solution pour usage parentéral à diluer (perfusion)
06A608B469FAFF6A6C1061DE94D8F137DB724AC5;vernis à ongles médicamenteux(se);1;CHLORHYDRATE D'AMOROLFINE;AMOROLFINE SANDOZ CONSEIL 5 %, vernis à ongles médicamenteux;BF00CE5D872811AFE786F0016A4867696C1BB11B
671E62A1B89A566D27F9792B19748414F7BF0E7D;comprimé gastro-résistant(e);1;RABÉPRAZOLE SODIQUE;RABEPRAZOLE RANBAXY 20 mg, comprimé gastro-résistant;120B300105B8253651C2530B31A607845DADF9FD
D75D393EB8304B4108281DAAC2495F6740C7FA0C;poudre pour solution buvable;3;ACIDE ASCORBIQUE;PARACÉTAMOL;MALÉATE DE CHLORPHÉNAMINE;CLARIX ETAT GRIPPAL PARACETAMOL CHLORPHENAMINE VITAMINE C, poudre pour solution buvable en sachet
E3769EF337BD385A0D54F2DDD562BBF10042D652;suspension buvable;1;BENZATHINE PHÉNOXYMÉTHYLPÉNICILLINE;ORACILLINE 1 000 000 U.I./10 ml, suspension buvable;BEBF0726BF0CEDD9F8B9BA232D71956151CB87A6
C89D113BC1B42056223B2602A1C6D5C3E7A6AA36;comprimé;2;PÉRINDOPRIL TERT-BUTYLAMINE;BÉSILATE D'AMLODIPINE;PERINDOPRIL/AMLODIPINE HCS 4 mg/5 mg, comprimé
C29181E9CFFA0628F9239A08E4C4E00E8C1DE0E7; comprimé et solution(s) et granules et poudre et pommade;1;AURUM MURIATICUM NATRONATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;AURUM MURIATICUM NATRONATUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH
63F7E95EF143DFFEFA4AA9E92C0684720E66686E;comprimé enrobé;1;FLURBIPROFÈNE;CEBUTID 100 mg, comprimé enrobé
697616A52A18C03273E047AA97F809EE04DFAA5C;solution pour usage dentaire;2;CÉTRIMIDE;LIDOCAÏNE;XYLONOR, solution pour usage dentaire
A2F9CFB1FB43CC01CCD003F03525F4AA806614A8;comprimé enrobé;1;IMIPRAMINE (CHLORHYDRATE D');TOFRANIL 10 mg, comprimé enrobé
B9B715B57A4C28ED8B67DFC6F76EFDB58BAFE459;crème épaisse pour application;1;HYDROCORTISONE (BUTYRATE D');LOCOID, crème épaisse pour application locale
51058539C3EDBCC2DA543B33AF93204203C0E39C;comprimé pelliculé sécable;1;OXALATE D'ESCITALOPRAM;ESCITALOPRAM BROWN & BURK 20 mg, comprimé pelliculé sécable;D6D9A30ADCFB2647C8AFF55627D64E8CF521B2CD
7DA74DBBB7629AF647600F92B9F4F63084BA2AA3;gélule gastro-résistant(e);1;ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ;ESOMEPRAZOLE ZYDUS 20 mg, gélule gastro-résistante;69E2F591DCA5E84B4B7F2E3DDF82CFFECC409C48
E6A30B3D5CF9D85F9D02433D28E506F567CD13D9;générateur radiopharmaceutique;1;SODIUM (MOLYBDATE (VI) [99 MO] DE);TEKCIS 2-50 GBq, générateur radiopharmaceutique;1B250652173FBF4856E3C9AD5555B3529EA23AF3
5AA2479E8064FCEDBE383D1B8B3C9995E29F57C0;comprimé sécable;1;LÉVOTHYROXINE SODIQUE;LEVOTHYROXINE BIOGARAN 200 microgrammes, comprimé sécable
B7DF5EA90654D6C715DE47DA7253A12BFAFB19CE;gélule;1;AMOXICILLINE TRIHYDRATÉE;AMOXICILLINE SANDOZ 500 mg, gélule;241FF16069AD704761F851F2A3334D7D7FC30C46
CB01D197259B9482F7664041C4711A14018473D4;comprimé pelliculé;1;AZITHROMYCINE DIHYDRATÉE;ZITHROMAX MONODOSE 250 mg, comprimé pelliculé;81B908F85A6C15FEAA52B3F3D5AA8C09B6CF99E9
01CD6BD481EEED85FC1ED691DFEF554404984010;solution injectable;1;BACLOFÈNE;BACLOFENE AGUETTANT 0,05 mg/ml, solution injectable pour voie intrathécale en ampoule
F889E3BF76A13DE155DB3C1A9454F5CF8D140039;comprimé pelliculé;1;BICALUTAMIDE;BICALUTAMIDE ZENTIVA 50 mg, comprimé pelliculé
2EA783AFD614D1B272266801719FEEE8F2391220;comprimé;1;PARACÉTAMOL;PARACETAMOL MYLAN 500 mg, comprimé
B06F20706DBA81A795FC98C3884D75A5C565A399;gélule;1;LACTOBACILLUS CASEI;LENIA, gélule
239C760181C30DF3860A6F90A54CDA278691D141;comprimé pelliculé sécable;2;TOSILATE DE PÉRINDOPRIL;INDAPAMIDE;PERINDOPRIL TOSILATE/INDAPAMIDE TEVA 5 mg/1,25 mg, comprimé pelliculé sécable
99331D3EB04AFD59005788ECE088DCCBD0EC5CC3;solution buvable;2;GAÏACOL;CODÉINE;PULMOSERUM, solution buvable
7DF86B104C1FAC93996677899A4B90E7A4F096F6;solution buvable;1;CHLORHYDRATE D'AMBROXOL;AMBROXOL EG LABO CONSEIL 0,6 %, solution buvable
5F31103C696105B3B5003744C1920389CFF26FEF;comprimé muco-adhésif;1;ACICLOVIR;SITAVIG 50 mg, comprimé buccogingival muco-adhésif
4DA4A685B5C12BBCBCAC6337D19327D321752BD3;solution injectable;1;OEILLETTE (HUILE D') (ESTERS ÉTHYLIQUES DES ACIDES GRAS IODÉS DE L');LIPIODOL ULTRA-FLUIDE 480 mg/ml, solution injectable;D6FEAF1B56D408875546EC20BF575964AC95363A
5D153C12B7A95C4F9072E2FB30AF3FF4A2BCAF13;granulés à croquer;1;CHARBON ACTIVÉ;SPLENOCARBINE 17 POUR CENT, granulé à croquer
995AAF6A104082AED68422C6E415BB9186026A7E;gélule;1;CHLORHYDRATE DE LOPÉRAMIDE;LOPERAMIDE RPG 2 mg, gélule
6BBBB7601FE0935B12B7A3EBDAB034CAA9A15169;gel;1;DICLOFÉNAC DE DIÉTHYLAMINE;DICLOFENAC RANBAXY MEDICATION OFFICINALE 1 %, gel;63788FBC2C1542E68D14FC06139765240C471781
03B2B9C680D1B3FD81D88F8653D253766198B272;crème;3;VASELINE;GLYCÉROL;PARAFFINE LIQUIDE;GLYCEROL/VASELINE/PARAFFINE TEVA 15 %/8 %/2 %, crème
0930DE1B02B290157D39CA6DBA5F11CBACAF7040;comprimé pelliculé;3;VALSARTAN;HYDROCHLOROTHIAZIDE;BÉSILATE D'AMLODIPINE;EXFORGE HCT 10 mg/160 mg/25 mg, comprimé pelliculé
9481E867C70EC113E3EE8910460A4CD58A25523F;comprimé pelliculé;2;VALSARTAN;HYDROCHLOROTHIAZIDE;VALSARTAN/HYDROCHLOROTHIAZIDE ARROW 160 mg/25 mg, comprimé pelliculé
FD614BB9FF3866C02BC0E26C2D12328FD79A8CD0;comprimé pelliculé;1;SIMVASTATINE;SIMVASTATINE BLUEFISH PHARMACEUTICAL AB 10 mg, comprimé pelliculé
7B23BC87F65E71C6ADC331AC6F64BC3E44107935;comprimé effervescent(e) sécable;2;PARACÉTAMOL;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ;PARACETAMOL CODEINE TEVA 500 mg/30 mg, comprimé effervescent sécable
C1111E57DC5E04509AABDD41A5D9607B0F725A3E;comprimé pelliculé;1;AZITHROMYCINE MONOHYDRATÉE;AZITHROMYCINE MONODOSE SANDOZ 250 mg, comprimé pelliculé;DCF55C287A2F1B55C014D634E32ED88DBAB3B116
448AEEAE7012905E1B78DF28F504B9E5534C894B;solution injectable pour perfusion;1;BACLOFÈNE;LIORESAL 10 mg/5 ml, solution injectable pour perfusion par voie intrathécale en ampoule
2EF5C34A5FE390C245EFB90BC3B02189F3666415;comprimé pelliculé;1;SUCCINATE DE LOXAPINE;LOXAPAC 25 mg, comprimé pelliculé;54CA0BED5DDC99105745328FB5266D37C4D1A99B
EA64DCE09E92B97E2450595799E688E21F1B7C88;suspension pour inhalation;1;SULFATE DE SALBUTAMOL;VENTOLINE 100 microgrammes/dose, suspension pour inhalation en flacon pressurisé;DB24003C343A234CFB7E99AD8483F67390BE4147
0EDA8F9D4DC32F5184647F6E8676006EF56B15F9;comprimé sécable;2;FUROSÉMIDE;CHLORHYDRATE D'AMILORIDE;LOGIRENE, comprimé sécable
BD24887DB27119CC9E44958BA35D8B2EBC0162B5;solution pour application;1;CHLORHYDRATE DE PYRIDOXINE;DERMO-6 1,2 g/100 g, solution pour application cutanée
92F0F73150A1007FF20EB9644AC79AF9D6D9F1B0;solution injectable;1;MACROGOL 9 (ÉTHER LAURIQUE DE);AETOXISCLEROL 1 % (20 mg/2 mL), solution injectable
